Artikelnummer,Bezeichnung,Online_Status,EAN,Kred_Artikelnummer,Warengruppe,Hauptkategorie,PG_Beschreibung,Marke,Modellnummer,Farbe,Saison,Herstellergröße,Zielgruppe,Rahmentyp,Radgröße,Akkukapazität,Absatz_Variabel,Absatz_30T,Absatz_7T,Bestand_verfügbar,Reichweite_JAHRE,Reichweite_MONATE,In_Auftrag,Offen,Nächster_Bestellzugang,Nächste_EK_Menge,Nächster_EK_Preis,Letzter_Einkaufspreis_Datum,Letzter_Einkaufspreis_Wert,Avg_EK,Umsatz_Var,DB_Var,Netto_Umsatz_7_Tage,Netto_Umsatz_30_Tage,DB_Pct_Var,Lagerwert,Retourquote,Erster_Zugang,Preis_Online,UVP,Rabattsatz,Kalkulation,BEMERKUNG,MINPRICE,MAXPRICE
X6950509,I-VO 3D,Nein/Nur in der Filiale Verfügbar,4043197359762,S4104291115,B111,Bekleidung,Helm Standard,UVEX,M000072657,cloud,24,52-57 CM,UN,,,0,1,0,0,0,0,,0,0,,0,0,45491,36.125,39.950714,53.79,17.67,0,0,0.3285,0,0.3,45002,63.99,79.95,0.199625,1.8,PW-Auslauf-KW39,63.99,63.99
X6950510,I-VO 3D,Nein/Nur in der Filiale Verfügbar,4043197359779,S4104291117,B111,Bekleidung,Helm Standard,UVEX,M000072657,cloud,24,56-60 CM,UN,,,0,7,0,0,0,0,,0,0,,0,0,45800,36.123333,38.224706,355.42,102.55,0,0,0.288532,0,0.227273,45002,59.99,79.95,0.249656,1.7,PW-Auslauf-KW39,59.99,59.99
X6950511,I-VO 3D,Nein/Nur in der Filiale Verfügbar,4043197359786,S4104291215,B111,Bekleidung,Helm Standard,UVEX,M000072657,prestige,24,52-57 CM,UN,,,0,3,0,0,0,0,,0,0,,0,0,45316,58.875,51.9625,149.56,-27.06,0,0,-0.180931,0,0.2,45002,49.99,79.95,0.374734,0.8,PW-Auslauf-02,49.99,49.99
X6950512,I-VO 3D,Nein/Nur in der Filiale Verfügbar,4043197359793,S4104291217,B111,Bekleidung,Helm Standard,UVEX,M000072657,prestige,24,56-60 CM,UN,,,0,2,2,1,0,0,0,0,0,,0,0,45316,34.4525,41.951667,84.02,15.11,60.495798,120.991597,0.179838,0,0.25,45003,71.99,79.95,0.099562,2.1,PW-Auslauf-02,49.99,49.99
X6950548,Finale Light 2.0,Nein/Nur in der Filiale Verfügbar,4043197359281,S4100430317,B111,Bekleidung,Helm Standard,UVEX,M000011183,black-silver matt,24,56-61 CM,UN,,,0,4,0,0,0,0,,0,0,,0,0,45365,92.225,90.370909,473.65,104.75,0,0,0.221155,92.22,0.086957,45001,114.99,199.95,0.424906,1.2,PW-Auslauf-0825,114.99,114.99
X6950549,Finale Light 2.0,Nein/Nur in der Filiale Verfügbar,4043197359298,S4100430315,B111,Bekleidung,Helm Standard,UVEX,M000011183,black-silver matt,24,52-57 CM,UN,,,0,2,0,0,0,0,,0,0,,0,0,45532,92.223333,87.040667,180.66,-3.79,0,0,-0.020979,92.22,0.315789,45001,99.99,199.95,0.499925,1.1,PW-Auslauf-02,99.99,99.99
X6950556,City 4 MIPS,Nein/Nur in der Filiale Verfügbar,4043197359380,S4100290415,B111,Bekleidung,Helm Standard,UVEX,M000073825,hazel-black matt,24,55-58 CM,UN,,,0,3,0,0,0,0,,0,0,,0,0,45755,53.72,56.84087,241.99,80.83,0,0,0.334022,0,0.371429,45003,95.99,119.95,0.19975,1.8,PW-Auslauf-0825,95.99,95.99
X6950559,City 4 MIPS,Nein/Nur in der Filiale Verfügbar,4043197359410,S4100290517,B111,Bekleidung,Helm Standard,UVEX,M000073825,light jade matt,24,58-61 CM,UN,,,0,-1,0,0,0,0,,0,0,,0,0,45491,56.95,55.732609,-80.66,-23.71,0,0,0.29395,56.95,0.214286,45002,95.99,119.95,0.19975,1.7,PW-Auslauf-0825,95.99,95.99
X6950561,Rush Visor,Nein/Nur in der Filiale Verfügbar,4043197359311,S4100280417,B111,Bekleidung,Helm Standard,UVEX,M000079179,deep turquoise matt,24,58-61 CM,UN,,,0,4,0,0,0,0,,0,0,,0,0,45491,71.823333,71.295652,429.34,142.04,0,0,0.330833,0,0.258065,45028,127.99,159.95,0.199812,1.8,PW-Auslauf-KW41,127.99,127.99
X6950566,Urban Planet,Nein/Nur in der Filiale Verfügbar,4043197359984,S4100560115,B111,Bekleidung,Helm Standard,UVEX,M000079191,black matt,25,54-58 cm,UN,,,0,15,0,0,4,0.266667,,0,0,,0,0,46070,44.795,44.221532,1007.74,335.82,0,0,0.333241,223.97,0.275862,45063,89.99,99.95,0.09965,2,PW-Auslauf-KW42,79.99,79.99
X6950568,Urban Planet,Nein/Nur in der Filiale Verfügbar,4043197360041,S4100560415,B111,Bekleidung,Helm Standard,UVEX,M000079191,white matt,25,54-58 cm,UN,,,0,3,0,0,0,0,,0,0,,0,0,45775,44.793333,45.723438,201.66,67.28,0,0,0.333631,0,0.404255,45063,79.99,99.95,0.1997,1.8,PW-Auslauf-KW51,79.99,79.99
X6950569,Urban Planet,Nein/Nur in der Filiale Verfügbar,4043197360058,S4100560417,B111,Bekleidung,Helm Standard,UVEX,M000079191,white matt,25,58-61 CM,UN,,,0,14,0,0,0,0,,0,0,,0,0,45786,44.795,44.240476,941.08,343.83,0,0,0.365357,0,0.236364,45063,79.99,99.95,0.1997,1.8,PW-Auslauf-KW51,79.99,79.99
X6950570,Urban Planet LED,Nein/Nur in der Filiale Verfügbar,4043197360065,S4100650115,B111,Bekleidung,Helm Standard,UVEX,M000076245,black matt,25,54-58 cm,UN,,,0,10,0,0,0,0,,0,0,,0,0,45789,58.14,58.182333,873.9,292.5,0,0,0.334706,0,0.25641,45063,103.99,129.95,0.199769,1.8,PW-Auslauf-KW51,103.99,103.99
X6950571,Urban Planet LED,Nein/Nur in der Filiale Verfügbar,4043197360072,S4100650117,B111,Bekleidung,Helm Standard,UVEX,M000076245,black matt,25,58-61 CM,UN,,,0,7,0,0,0,0,,0,0,,0,0,45775,58.14,58.180339,611.73,204.75,0,0,0.334706,0,0.180556,45063,103.99,129.95,0.199769,1.8,PW-Auslauf-KW51,103.99,103.99
X6950572,Urban Planet LED,Nein/Nur in der Filiale Verfügbar,4043197360089,S4100650215,B111,Bekleidung,Helm Standard,UVEX,M000076245,cloud matt,25,54-58 cm,UN,,,0,9,0,0,0,0,,0,0,,0,0,45840,58.14,58.180704,786.51,263.25,0,0,0.334706,58.14,0.25,45068,103.99,129.95,0.199769,1.8,PW-Auslauf-KW42,103.99,103.99
X6950573,Urban Planet LED,Nein/Nur in der Filiale Verfügbar,4043197360096,S4100650217,B111,Bekleidung,Helm Standard,UVEX,M000076245,cloud matt,25,58-61 CM,UN,,,0,10,0,0,0,0,,0,0,,0,0,45870,58.14,57.577627,873.9,292.5,0,0,0.334706,0,0.233766,45068,103.99,129.95,0.199769,1.8,PW-Auslauf-KW42,103.99,103.99
X6950576,Athletic CV Black Matt Sl / Gold-Yellow,JA,4043197361000,S5505302330,B131,Bekleidung,Brille Freizeit,UVEX,M000079133,black matt,25,OSZ,UN,,,0,7,1,1,1,0.142857,1,0,0,,0,0,45755,40.2,37.012222,449.54,166.59,63.016807,63.016807,0.370579,40.42,0.32,45001,74.99,99.5,0.246332,1.9,PW-Penner-KW39,74.99,74.99
X6950577,Athletic CV Cloud Matt Sl / Blue-Grey,Nein/Nur in der Filiale Verfügbar,4043197361017,S5505304030,B131,Bekleidung,Brille Freizeit,UVEX,M000079134,cloud matt,24,OSZ,UN,,,0,4,0,0,0,0,,0,0,,0,0,45383,40.8,34.34,209.64,62.58,0,0,0.298512,0,0.181818,45001,59.99,99.5,0.397085,1.5,PW-Auslauf-KW39,59.99,59.99
X6950584,Kid 3,Nein/Nur in der Filiale Verfügbar,4043197359212,S4148193717,B111,Bekleidung,Helm Standard,UVEX,M000103628,cloud-white,24,55-58 CM,KI,,,0,23,2,0,0,0,0,0,0,,0,0,45841,13,13,594.38,295.38,0,50.403361,0.496955,26,0.233333,45852,29.99,39.95,0.249312,2.3,PW-Penner-09,29.99,29.99
X6950609,Oyo,JA,4043197350615,S4100490715,B111,Bekleidung,Helm Standard,UVEX,M000094450,Ocean blue,26,45-50 CM,KI,,,0,4,2,1,7,1.75,3.5,0,0,,0,0,46075,22.355,25.559143,136.95,52.43,37.806723,75.613445,0.38284,148.29,0.35,45002,44.99,49.95,0.099299,2,PW-B-KW39,39.99,39.99
X6950610,Oyo,Nein/Nur in der Filiale Verfügbar,4043197350622,S4100490717,B111,Bekleidung,Helm Standard,UVEX,M000094450,Ocean blue,26,50-54 CM,KI,,,0,24,4,2,0,0,0,1,0,,0,0,46111,22.353333,21.662442,811.67,292.7,75.613445,151.226891,0.360615,22.34,0.16,45002,44.99,49.95,0.099299,2,PW-B-KW39,39.99,39.99
X6950611,Oyo,JA,4043197360287,S4100490815,B111,Bekleidung,Helm Standard,UVEX,M000094450,neon yellow-moss green matt,26,45-50 CM,KI,,,0,9,3,0,6,0.666667,2,1,0,,0,0,46094,22.355,22.85918,306.93,111.96,0,113.420168,0.364774,153.35,0.25,45002,44.99,49.95,0.099299,2,PW-B-KW39,39.99,39.99
X6950612,Oyo,Nein/Nur in der Filiale Verfügbar,4043197360294,S4100490817,B111,Bekleidung,Helm Standard,UVEX,M000094450,neon yellow-moss green matt,26,50-54 CM,KI,,,0,27,3,0,0,0,0,0,5,2026-04-15,3,25.773333,46094,22.353333,21.288269,909.1,320.33,0,100.815126,0.352359,22.36,0.165217,45002,39.99,49.95,0.199399,1.8,PW-B-KW39,39.99,39.99
X6950613,Oyo,JA,4043197360300,S4100490915,B111,Bekleidung,Helm Standard,UVEX,M000094450,mint-peach,26,45-50 CM,KI,,,0,31,4,2,3,0.096774,0.75,1,12,2026-04-15,4,25.775,46094,22.355,20.525167,1051.08,358.09,75.613445,151.226891,0.340688,89.42,0.193798,45003,44.99,49.95,0.099299,2,PW-B-KW39,39.99,39.99
X6950614,Oyo,Nein/Nur in der Filiale Verfügbar,4043197360317,S4100490917,B111,Bekleidung,Helm Standard,UVEX,M000094450,mint-peach,26,50-54 CM,KI,,,0,56,5,0,0,0,0,0,12,2026-04-15,4,25.775,46094,22.355,20.822147,1891.38,641.36,0,168.02521,0.339096,0,0.097561,45002,39.99,49.95,0.199399,1.8,PW-B-KW39,39.99,39.99
X6950615,Oyo Style,JA,4043197349947,S4100470515,B111,Bekleidung,Helm Standard,UVEX,M000094449,butterfly pink,26,45-50 CM,KI,,,0,11,0,0,8,0.727273,,0,0,,0,0,46104,26.86,25.883617,439.93,144.47,0,0,0.328393,214.88,0.1875,45002,53.99,59.95,0.099416,2,PW-Penner-09,44.99,44.99
X6950616,Oyo Style,JA,4043197349954,S4100470517,B111,Bekleidung,Helm Standard,UVEX,M000094449,butterfly pink,26,50-54 CM,KI,,,0,11,1,0,5,0.454545,5,0,0,,0,0,46111,26.86,26.1036,441.95,146.49,0,45.369748,0.331463,134.3,0.081633,45002,53.99,59.95,0.099416,2,PW-Penner-09,44.99,44.99
X6950617,Oyo Style,JA,4043197349961,S4100470615,B111,Bekleidung,Helm Standard,UVEX,M000079157,blue rocket,24,45-50 CM,KI,,,0,1,0,0,2,2,,0,0,,0,0,45764,28.475,21.958333,35.29,7.99,0,0,0.22641,81.91,0.5,45002,53.99,59.95,0.099416,1.9,PW-Auslauf-09,44.99,44.99
X6950618,Oyo Style,JA,4043197360348,S4100470815,B111,Bekleidung,Helm Standard,UVEX,M000094449,deep space matt,26,45-50 CM,KI,,,0,6,2,0,7,1.166667,3.5,0,0,,0,0,46123,26.86,35.97129,234.42,70.97,0,90.739496,0.302747,188.85,0.206897,45002,53.99,59.95,0.099416,2,PW-Penner-09,44.99,44.99
X6950619,Oyo Style,JA,4043197360355,S4100470817,B111,Bekleidung,Helm Standard,UVEX,M000094449,deep space matt,26,50-54 CM,KI,,,0,25,2,0,3,0.12,1.5,1,0,,0,0,46111,26.86,30.9625,1004.59,333.09,0,90.739496,0.331568,107.44,0.148649,45003,53.99,59.95,0.099416,2,PW-Penner-09,44.99,44.99
X6950620,Oyo Style,JA,4043197360362,S4100470915,B111,Bekleidung,Helm Standard,UVEX,M000079157,digger cloud,24,45-50 CM,KI,,,0,1,0,0,2,2,,0,0,,0,0,45755,28.475,31.762,35.29,6.81,0,0,0.192973,56.95,0.434783,45003,53.99,59.95,0.099416,1.9,PW-Auslauf-09,44.99,44.99
X6950622,Oyo Style,JA,4043197360386,S4100471015,B111,Bekleidung,Helm Standard,UVEX,M000094449,flowers cyan matt,26,45-50 CM,KI,,,0,7,1,1,2,0.285714,2,0,0,,0,0,45959,26.86,29.139302,280.8,92.78,45.369748,45.369748,0.330413,53.72,0.108696,45003,53.99,59.95,0.099416,2,PW-Penner-09,44.99,44.99
X6950623,Oyo Style,JA,4043197360393,S4100471017,B111,Bekleidung,Helm Standard,UVEX,M000094449,flowers cyan matt,26,50-54 CM,KI,,,0,12,3,1,1,0.083333,0.333333,2,0,,0,0,46111,26.86,28.089104,474.71,152.53,45.369748,136.109244,0.321312,107.58,0.114286,45002,53.99,59.95,0.099416,2,PW-Penner-09,44.99,44.99
X6950626,Hlmt 10,Nein/Nur in der Filiale Verfügbar,4043197359861,S4108210601,B111,Bekleidung,Helm Standard,UVEX,M000073845,black-grey matt,24,54-56 CM,UN,,,0,0,0,0,0,,,1,0,,0,0,45397,53.975,52.19,0.04,0.04,0,0,1,53.97,0.608696,45003,107.99,119.95,0.099708,2,PW-Auslauf-KW39,95.99,95.99
X6950629,Hlmt 10,Nein/Nur in der Filiale Verfügbar,4043197359892,S4108210604,B111,Bekleidung,Helm Standard,UVEX,M000073845,black-grey matt,24,60-62 cm,UN,,,0,2,0,0,-1,-0.5,,1,0,,0,0,45674,53.975,56.95,113.42,5.47,0,0,0.048228,0,0.75,45003,107.99,119.95,0.099708,2,PW-K.Anp. Auslauf-KW28,89.99,89.99
X6950633,Finale 2.0,Nein/Nur in der Filiale Verfügbar,4043197359106,S4109671315,B111,Bekleidung,Helm Standard,UVEX,M000073840,red-black matt,24,52-57 CM,UN,,,0,4,0,0,0,0,,0,0,,0,0,45687,62.645,62.174286,260.48,11.22,0,0,0.043074,0,0.416667,45002,69.99,139.95,0.499893,1.1,PW-Auslauf-KW48,69.99,69.99
X6950635,Finale 2.0,Nein/Nur in der Filiale Verfügbar,4043197359120,S4109671415,B111,Bekleidung,Helm Standard,UVEX,M000073840,cloud-dark silver matt,24,52-57 CM,UN,,,0,4,0,0,0,0,,0,0,,0,0,45478,59.075,59.135357,322.67,123.89,0,0,0.383953,0,0.15625,45002,139.95,139.95,0,2.4,PW-Auslauf-0825,139.95,139.95
X6950638,Quatro Integrale,Nein/Nur in der Filiale Verfügbar,4043197345789,S4109701017,B111,Bekleidung,Helm Standard,UVEX,M000073881,plum-deep space matt,23,56-61 CM,UN,,,0,1,0,0,0,0,,0,0,,0,0,45017,109.65,109.65,58.82,-50.83,0,0,-0.864162,0,0.5,45003,69.99,159.95,0.562426,0.6,PW-BF Auslauf-KW46,69.99,69.99
X6950641,Access,Nein/Nur in der Filiale Verfügbar,4043197346038,S4109870815,B111,Bekleidung,Helm Standard,UVEX,M000076416,plum matt,25,52-57 CM,UN,,,0,15,0,0,0,0,,0,0,,0,0,45702,40.29,39.03129,782.25,215.67,0,0,0.275705,0,0.138889,45068,59.99,89.95,0.333074,1.5,PW-Auslauf-0825,59.99,59.99
X6950642,Access,Nein/Nur in der Filiale Verfügbar,4043197359908,S4109871115,B111,Bekleidung,Helm Standard,UVEX,M000076416,moss green-white matt,25,52-57 CM,UN,,,0,13,0,0,0,0,,0,0,,0,0,45755,40.29,40.338571,655.4,131.29,0,0,0.20032,0,0.382353,45068,59.99,89.95,0.333074,1.5,PW-Auslauf-0825,59.99,59.99
X6950643,Access,Nein/Nur in der Filiale Verfügbar,4043197359915,S4109871117,B111,Bekleidung,Helm Standard,UVEX,M000076416,moss green-white matt,25,57-62 CM,UN,,,0,9,0,0,0,0,,0,0,,0,0,45755,40.29,40.96,483.99,108.59,0,0,0.224364,0,0.233333,45068,59.99,89.95,0.333074,1.5,PW-Auslauf-0825,59.99,59.99
X6950649,Quatro Integrale Tocsen,Nein/Nur in der Filiale Verfügbar,4043197336459,S4104710115,B111,Bekleidung,Helm Standard,UVEX,M000073880,forest-mustard matt,23,52-57 CM,UN,,,0,2,0,0,0,0,,0,0,,0,0,45047,94.35,94.35,109.24,-79.46,0,0,-0.727389,0,0.666667,45003,64.99,219.95,0.704524,0.7,PW-BF Auslauf-KW46,64.99,64.99
X6950650,Quatro Integrale Tocsen,Nein/Nur in der Filiale Verfügbar,4043197336466,S4104710117,B111,Bekleidung,Helm Standard,UVEX,M000073880,forest-mustard matt,23,56-61 CM,UN,,,0,3,0,0,0,0,,0,0,,0,0,45118,103.7,101.028571,218.48,-87.95,0,0,-0.402554,0,0.222222,45002,64.99,219.95,0.704524,0.6,PW-BF Auslauf-KW46,64.99,64.99
X6950655,Finale 2.0 Tocsen,Nein/Nur in der Filiale Verfügbar,4043197345758,S4104720415,B111,Bekleidung,Helm Standard,UVEX,M000079144,sand-dark rihno matt,24,52-57 CM,UN,,,0,4,0,0,0,0,,0,0,,0,0,45047,87.566667,87.566667,268.89,-81.37,0,0,-0.302614,0,0.142857,45002,69.99,199.95,0.649962,0.8,PW-BF Auslauf-KW46,69.99,69.99
X6950657,Quatro CC,Nein/Nur in der Filiale Verfügbar,4043197359151,S4100260417,B111,Bekleidung,Helm Standard,UVEX,M000073879,oak brown-black matt,24,56-61 CM,UN,,,0,1,0,0,0,0,,0,0,,0,0,45293,58.65,76.322727,76.47,7.58,0,0,0.099124,0,0.214286,45003,89.99,129.95,0.307503,1.5,PW-Auslauf-0425,89.99,89.99
X6950660,Quatro CC,Nein/Nur in der Filiale Verfügbar,4043197359182,S4100260615,B111,Bekleidung,Helm Standard,UVEX,M000073879,all black matt,24,52-57 CM,UN,,,0,4,0,0,0,0,,0,0,,0,0,45047,117.275,114.225,205.41,-251.49,0,0,-1.224332,0,0.333333,45003,49.99,129.95,0.615314,0.4,PW-Auslauf-KW48,49.99,49.99
X6950662,Revolt,Nein/Nur in der Filiale Verfügbar,4043197358161,S4100620115,B111,Bekleidung,Helm Standard,UVEX,M000073884,all black matt,26,52-57 CM,UN,,,0,2,0,0,0,0,,0,0,,0,0,45293,134.3,145.1375,302.53,19.48,0,0,0.06439,141.52,0.666667,45003,179.99,219.95,0.181678,1.3,PW-Auslauf-KW39,179.99,179.99
X6950663,Revolt,Nein/Nur in der Filiale Verfügbar,4043197358178,S4100620117,B111,Bekleidung,Helm Standard,UVEX,M000073884,all black matt,26,57-61 cm,UN,,,0,6,2,0,0,0,0,0,0,,0,0,45755,134.215,119.986,864.38,58.87,0,302.504202,0.068107,0,0.4,45002,179.99,219.95,0.181678,1.3,PW-Auslauf-0825,179.99,179.99
X6950664,Revolt,JA,4043197358185,S4100620215,B111,Bekleidung,Helm Standard,UVEX,M000073884,cloud-black matt,26,52-57 CM,UN,,,0,1,0,0,3,3,,0,0,,0,0,45755,134.215,116.4075,102.53,-23.78,0,0,-0.231932,378.93,0.428571,45002,197.99,219.95,0.099841,1.5,PW-Auslauf-0825,179.99,179.99
X6950665,Revolt,JA,4043197358192,S4100620217,B111,Bekleidung,Helm Standard,UVEX,M000073884,cloud-black matt,26,57-61 cm,UN,,,0,4,0,0,2,0.5,,1,0,,0,0,45755,134.215,119.986,613.43,76.39,0,0,0.124529,537.02,0.25,45002,197.99,219.95,0.099841,1.5,PW-Auslauf-0825,179.99,179.99
X6950666,Revolt MIPS,Nein/Nur in der Filiale Verfügbar,4043197358208,S4100630115,B111,Bekleidung,Helm Standard,UVEX,M000073883,all black matt,26,52-57 CM,UN,,,0,12,2,0,0,0,0,0,0,,0,0,45775,147.646667,143.359583,1888.09,110.99,0,302.504202,0.058784,148.09,0.178571,45003,179.99,249.95,0.279896,1.2,PW-Auslauf-02,179.99,179.99
X6950667,Revolt MIPS,Nein/Nur in der Filiale Verfügbar,4043197358215,S4100630117,B111,Bekleidung,Helm Standard,UVEX,M000073883,all black matt,26,57-61 cm,UN,,,0,13,0,0,0,0,,0,0,,0,0,45775,147.646667,146.073793,2073.05,124.78,0,0,0.060192,299.73,0.307692,45002,179.99,249.95,0.279896,1.2,PW-Auslauf-02,179.99,179.99
X6950668,Revolt MIPS,JA,4043197358222,S4100630215,B111,Bekleidung,Helm Standard,UVEX,M000073883,cloud-black matt,26,52-57 CM,UN,,,0,8,0,0,4,0.5,,0,0,,0,0,45775,147.643333,140.948889,1359.82,156.7,0,0,0.115236,751.96,0.409091,45002,224.99,249.95,0.09986,1.5,PW-Auslauf-02,179.99,179.99
X6950669,Revolt MIPS,JA,4043197358239,S4100630217,B111,Bekleidung,Helm Standard,UVEX,M000073883,cloud-black matt,26,57-61 cm,UN,,,0,11,6,3,1,0.090909,0.166667,0,0,,0,0,45775,147.643333,140.064706,1705.88,88.75,567.201681,1134.403361,0.052026,147.01,0.304348,45002,224.99,249.95,0.09986,1.5,PW-Auslauf-02,179.99,179.99
X6950670,Revolt MIPS,Nein/Nur in der Filiale Verfügbar,4043197360959,S4100630315,B111,Bekleidung,Helm Standard,UVEX,M000073883,moss green-black matt,26,52-57 CM,UN,,,0,10,-1,0,0,0,0,1,0,,0,0,46014,147.64,139.354,1591.16,90.54,0,-189.067227,0.056902,449.51,0.5,45002,224.99,249.95,0.09986,1.5,PW-Auslauf-02,179.99,179.99
X6950671,Revolt MIPS,Nein/Nur in der Filiale Verfügbar,4043197360966,S4100630317,B111,Bekleidung,Helm Standard,UVEX,M000073883,moss green-black matt,26,57-61 cm,UN,,,0,10,0,-1,0,0,,0,0,,0,0,45775,147.643333,138.204737,1613.41,116.14,-151.252101,0,0.071984,299.45,0.32,45002,179.99,249.95,0.279896,1.2,PW-Auslauf-02,179.99,179.99
X6950678,Race 7,JA,4043197357799,S4109680715,B111,Bekleidung,Helm Standard,UVEX,M000072663,sunbee-black matt,25,51-55 cm,UN,,,0,0,0,0,6,,,0,0,,0,0,45755,71.57,95.637143,0,0,0,0,0,541.68,0,45002,143.99,159.95,0.099781,2,PW-Auslauf-KW51,76.99,76.99
X6950679,Race 7,Nein/Nur in der Filiale Verfügbar,4043197357805,S4109680717,B111,Bekleidung,Helm Standard,UVEX,M000072663,sunbee-black matt,25,55-61 cm,UN,,,0,11,0,0,0,0,,0,0,,0,0,45755,71.57,79.139545,861.29,66.14,0,0,0.076792,72.28,0.275862,45003,76.99,159.95,0.518662,1.1,PW-Auslauf-KW51,76.99,76.99
X6950682,Gravel X,Nein/Nur in der Filiale Verfügbar,4043197346182,S4100440615,B111,Bekleidung,Helm Standard,UVEX,M000073841,rhino - plum,23,52-57 CM,UN,,,0,1,0,0,0,0,,0,0,,0,0,45047,53.976667,53.976667,54.62,0.65,0,0,0.0119,0,0.727273,45002,64.99,129.95,0.499885,1.2,PW-Auslauf-KW39,64.99,64.99
X6950683,Gravel X,Nein/Nur in der Filiale Verfügbar,4043197346199,S4100440617,B111,Bekleidung,Helm Standard,UVEX,M000073841,rhino - plum,23,56-61 CM,UN,,,0,1,0,0,0,0,,0,0,,0,0,45047,53.975,53.975,65.54,11.57,0,0,0.176533,0,0,45002,129.95,129.95,0,2.4,PW-Auslauf-KW39,77.99,77.99
X6950684,Gravel X,JA,4043197358956,S4100440815,B111,Bekleidung,Helm Standard,UVEX,M000073842,black skyfall matt,24,52-57 CM,UN,,,0,0,0,0,2,,,0,0,,0,0,45377,58.226667,59.561429,0,0,0,0,0,117.62,0.285714,45003,116.99,129.95,0.099731,2,PW-Auslauf-02,84.99,84.99
X6950686,Gravel X,Nein/Nur in der Filiale Verfügbar,4043197358970,S4100440915,B111,Bekleidung,Helm Standard,UVEX,M000073842,hazel-deep space matt,24,52-57 CM,UN,,,0,1,0,0,0,0,,0,0,,0,0,45047,58.65,58.65,50.43,-8.22,0,0,-0.162998,0,0.5,45003,59.99,129.95,0.538361,1,PW-BF Auslauf-KW46,59.99,59.99
X6950687,Gravel X,Nein/Nur in der Filiale Verfügbar,4043197358987,S4100440917,B111,Bekleidung,Helm Standard,UVEX,M000073842,hazel-deep space matt,24,56-61 CM,UN,,,0,3,0,0,0,0,,0,0,,0,0,45397,58.226667,58.396,233.59,58.59,0,0,0.250824,0,0.285714,45002,89.99,129.95,0.307503,1.5,PW-Auslauf-KW39,89.99,89.99
X6950688,Gravel X,Nein/Nur in der Filiale Verfügbar,4043197360324,S4100441015,B111,Bekleidung,Helm Standard,UVEX,M000073842,white matt,24,52-57 CM,UN,,,0,0,0,0,0,,,0,0,,0,0,45579,58.223333,45.002222,-6.7,-6.7,0,0,1,58.22,0.466667,45003,84.99,129.95,0.345979,1.5,PW-Auslauf-02,84.99,84.99
X6950691,Rise,JA,4043197359823,S4100550415,B111,Bekleidung,Helm Standard,UVEX,M000073888,moss green-black,24,52-56 CM,UN,,,0,15,4,0,24,1.6,6,0,0,,0,0,45931,31,32.810465,663.74,178.49,0,393.243697,0.268916,836.48,0.384615,45002,116.99,129.95,0.099731,3.8,PW-Penner-02,49.99,49.99
X6950692,Rise,Nein/Nur in der Filiale Verfügbar,4043197359830,S4100550417,B111,Bekleidung,Helm Standard,UVEX,M000073888,moss green-black,24,56-59 CM,UN,,,0,49,0,0,0,0,,0,0,,0,0,46081,55.25,36.751852,2247.22,501.04,0,0,0.22296,0,0.181818,45002,49.99,129.95,0.615314,0.9,PW-Auslauf-12,49.99,49.99
X6950693,Rise CC,JA,4043197352572,S4100900515,B111,Bekleidung,Helm Standard,UVEX,M000073887,black matt,24,52-56 CM,UN,,,0,-1,0,0,4,-4,,0,0,,0,0,45456,62.9,44.625333,-88.23,-25.33,0,0,0.287091,251.6,0.388889,45003,125.99,139.95,0.09975,2,PW-Auslauf-02,84.99,84.99
X6950694,Rise CC,JA,4043197352589,S4100900517,B111,Bekleidung,Helm Standard,UVEX,M000073887,black matt,24,56-59 CM,UN,,,0,7,0,0,3,0.428571,,0,0,,0,0,45365,62.9,48.456071,541.25,110.55,0,0,0.204249,184.57,0.358974,45003,125.99,139.95,0.09975,2,PW-Auslauf-02,84.99,84.99
X6950695,Rise CC,JA,4043197360188,S4100900615,B111,Bekleidung,Helm Standard,UVEX,M000073887,deep space-black matt,24,52-56 CM,UN,,,0,1,0,0,4,4,,0,0,,0,0,45316,62.9,48.2375,71.41,15.03,0,0,0.210475,225.54,0.2,45003,125.99,139.95,0.09975,2,PW-Auslauf-02,84.99,84.99
X6950697,Rise CC,JA,4043197360201,S4100900715,B111,Bekleidung,Helm Standard,UVEX,M000073887,cloud-black matt,24,52-56 CM,UN,,,0,2,0,0,2,1,,0,0,,0,0,45316,53.465714,49.804286,163.84,56.19,0,0,0.342957,107.65,0.428571,45003,125.99,139.95,0.09975,2.4,PW-Auslauf-02,84.99,84.99
X6950698,Rise CC,Nein/Nur in der Filiale Verfügbar,4043197360218,S4100900717,B111,Bekleidung,Helm Standard,UVEX,M000073887,cloud-black matt,24,56-59 CM,UN,,,0,10,1,1,0,0,0,0,0,,0,0,45365,62.9,59.662188,768.84,161.01,105.87395,105.87395,0.209419,60.78,0.38,45003,125.99,139.95,0.09975,2,PW-Auslauf-02,84.99,84.99
X6950701,Rise CC Tocsen,Nein/Nur in der Filiale Verfügbar,4043197347530,S4100910215,B111,Bekleidung,Helm Standard,UVEX,M000073885,irish green - silver matt,23,52-56 CM,UN,,,0,1,0,0,0,0,,0,0,,0,0,45047,28.475,28.475,84.03,55.56,0,0,0.661192,0,0.6,45002,99.99,199.95,0.499925,3.5,PW-Auslauf-0425,99.99,99.99
