Artikelnummer,Bezeichnung,Online_Status,EAN,Kred_Artikelnummer,Warengruppe,Hauptkategorie,PG_Beschreibung,Marke,Modellnummer,Farbe,Saison,Herstellergröße,Zielgruppe,Rahmentyp,Radgröße,Akkukapazität,Absatz_Variabel,Absatz_30T,Absatz_7T,Bestand_verfügbar,Reichweite_JAHRE,Reichweite_MONATE,In_Auftrag,Offen,Nächster_Bestellzugang,Nächste_EK_Menge,Nächster_EK_Preis,Letzter_Einkaufspreis_Datum,Letzter_Einkaufspreis_Wert,Avg_EK,Umsatz_Var,DB_Var,Netto_Umsatz_7_Tage,Netto_Umsatz_30_Tage,DB_Pct_Var,Lagerwert,Retourquote,Erster_Zugang,Preis_Online,UVP,Rabattsatz,Kalkulation,BEMERKUNG,MINPRICE,MAXPRICE
X6939801,"Race King 2.2 27,5x2,20 BlackChili Compound ProTection TLR E",Nein/Nur in der Filiale Verfügbar,4019238798135,1012701305,T042,TZB,Reifen MTB,CONTI,M000067969,black/black,25,55-584,UN,,,0,16,0,0,0,0,,0,0,,0,0,45772,30.64,30.972391,591.21,99.73,0,0,0.168688,0,0.021277,44931,43.99,66.95,0.342942,1.4,MC-AUSLAUF,43.99,59.99
X6939802,"Race King 2.2 27,5x2,20 Bernstein Edition BlackChili Compoun",Nein/Nur in der Filiale Verfügbar,4019238071504,1012701310,T042,TZB,Reifen MTB,CONTI,M000067968,black/bernstein,25,55-584,UN,,,0,1,0,0,0,0,,0,0,,0,0,45106,32.71,32.71,36.97,4.26,0,0,0.115229,0,0.04,44950,43.99,66.95,0.342942,1.3,MC-AUSLAUF,43.99,43.99
X6939806,"Race King 2.2 29x2,20 E-25",JA,4019238026092,1012900902,T042,TZB,Reifen MTB,CONTI,M000109472,black/black,26,55-622,UN,,,0,10,0,0,8,0.8,,0,12,2026-06-15,12,8.92,46121,8.92,6.29,201.6,115.94,0,0,0.575099,72.4,0,45988,25.95,25.95,0,2.9,MC-NEW,19.99,19.99
X6939809,"Race King 2.2 29x2,20 BlackChili Compound ProTection TLR E-2",Nein/Nur in der Filiale Verfügbar,4019238798128,1012901305,T042,TZB,Reifen MTB,CONTI,M000067971,black/black,25,55-622,UN,,,0,-2,0,0,0,0,,0,0,,0,0,45474,30.1575,31.251026,-67.22,-6,0,0,0.089259,0,0.026667,44931,39.99,66.95,0.402689,1.3,MC-AUSLAUF,39.99,39.99
X6939810,"Race King 2.2 29x2,20 Bernstein Edition BlackChili Compound",Nein/Nur in der Filiale Verfügbar,4019238071498,1012901310,T042,TZB,Reifen MTB,CONTI,M000067970,black/bernstein,25,55-622,UN,,,0,25,0,0,0,0,,0,0,,0,0,45778,31.598333,32.51418,964.29,173.47,0,0,0.179894,0,0.055556,45020,45.99,66.95,0.313069,1.5,MC-AUSLAUF,45.99,59.99
X6939816,"Ruban 27,5x2,30 PureGrip Compound ShieldWall System TLR E-25",Nein/Nur in der Filiale Verfügbar,4019238056280,1012706010,T042,TZB,Reifen MTB,CONTI,M000067976,black/black,26,58-584,UN,,,0,10,0,0,0,0,,0,0,,0,0,45505,15.9175,16.678889,201.64,29.29,0,0,0.145259,0,0.042553,44931,23.99,41.95,0.428129,1.5,MC-AUSLAUF,23.99,23.99
X6939819,"Ruban 27,5x2,60 PureGrip Compound ShieldWall System TLR E-25",Nein/Nur in der Filiale Verfügbar,4019238056297,1012706020,T042,TZB,Reifen MTB,CONTI,M000067977,black/black,26,65-584,UN,,,0,6,0,0,0,0,,0,0,,0,0,45105,16.96,16.962308,115.95,14.16,0,0,0.122122,16.96,0.148148,44950,22.99,46.95,0.51033,1.4,MC-AUSLAUF,22.99,22.99
X6939822,"Ruban 29x2,10 PureGrip Compound ShieldWall System TLR E-25",JA,4019238056303,1012906000,T042,TZB,Reifen MTB,CONTI,M000067978,black/black,26,54-622,UN,,,0,35,2,2,7,0.2,3.5,4,0,,0,0,46093,16.643333,16.095,675.81,118.69,38.638655,38.638655,0.175626,183.4,0,44931,22.99,41.95,0.451967,1.4,MC-A-NOS,22.99,35.99
X6939866,"TopContact II 28x1,75 Vectran Breaker Reflex E-50",JA,4019238521603,1012865710,T041,TZB,Reifen Standard,CONTI,M000106713,black/black,26,47-622,UN,,,0,0,0,0,5,,,0,0,,0,0,45913,31.41,31.41,0,0,0,0,0,157.05,0,45917,59.99,64.95,0.076366,1.9,MC-C-NOS,38.99,59.99
X6939984,"Ride Tour 28x1,60 ExtraPuncture Belt Reflex E-25",JA,4019238693386,1012813800,T041,TZB,Reifen Standard,CONTI,M000067975,black/black,26,42-622,UN,,,0,29,0,0,1,0.034483,,0,0,,0,0,45985,8.1585,8.195,613.4,375.7,0,0,0.612488,8.15,0,45917,25.95,25.95,0,3.2,MC-AUSLAUF,21.99,24.95
X6940607,Alltrail 3,JA,4054624143694,45300330,F106,Bike,E-MTB,HAIBIKE,M000068326,Black/Titan - Matt,24,S,HE,FUL,"29/27,5",720,1,1,0,0,0,0,0,0,,0,0,45525,1312.368,1312.368,2352.93,1040.57,0,2352.932773,0.442244,0,0.166667,45526,2799.99,4299,0.348688,2.1,DW:Emporon_FP_Neu_23032026,2799.99,2799.99
X6940608,Alltrail 3,Nein/Nur in der Filiale Verfügbar,4054624143700,45300340,F106,Bike,E-MTB,HAIBIKE,M000068326,Black/Titan - Matt,24,M,HE,FUL,"29/27,5",720,-1,0,0,0,0,,0,0,,0,0,45525,1312.367273,1312.349706,-2184.87,-872.5,0,0,0.399337,0,0.029412,45496,2799.99,4299,0.348688,2.1,DW:Emporon_FP_Neu_23032026,2799.99,2799.99
X6940613,Alltrail 3,Nein/Nur in der Filiale Verfügbar,4054624149788,45304350,F106,Bike,E-MTB,HAIBIKE,M000068326,Grey/Neon Yellow - Gloss,24,L,HE,FUL,"29/27,5",720,1,0,0,0,0,,0,0,,0,0,45495,1311.768333,1311.768333,2521,1209.23,0,0,0.479663,0,0,45496,2799.99,4299,0.348688,2.1,DW:Emporon_FP_Neu_23032026,2799.99,2799.99
X6940650,Trekking 11,Nein/Nur in der Filiale Verfügbar,4054624144738,45568330,F105,Bike,E-ATB,HAIBIKE,M000050656,tuscan/neon red - gloss glänzend,24,S,HE,DIA,"27,5",750,1,0,0,0,0,,0,0,,0,0,45762,1384.14,1384.14,2773.1,1388.96,0,0,0.500869,0,0,45775,2999.99,4799,0.374872,2.2,DW:Kettler_Accell_VK_Logik_Neu_18022026,2999.99,2999.99
X6940652,Trekking 11,Nein/Nur in der Filiale Verfügbar,4054624144752,45568350,F105,Bike,E-ATB,HAIBIKE,M000050656,tuscan/neon red - gloss glänzend,24,L,HE,DIA,"27,5",750,1,0,0,0,0,,0,0,,0,0,45548,1384.14,1384.14,2773.1,1388.96,0,0,0.500869,0,0,45533,2999.99,4799,0.374872,2.2,DW:Kettler_Accell_VK_Logik_Neu_18022026,2999.99,2999.99
X6940666,Flaschenhalter HPP Left-Hand Sidecage,JA,4054571238467,132280000,Z113,TZB,Trinkflaschen Halter,CUBE,M000079980,matt swamp grey ´n´ glossy black,26,OSZ,UN,,,0,17,3,1,2,0.117647,0.666667,1,0,,0,0,45870,5.923,5.925333,199.89,99.22,14.243697,42.731092,0.496373,17.77,0.045455,45208,16.95,16.95,0,2.9,"MP-2,4-0226",13.99,13.99
X6940729,Asket EQ,Nein/Nur in der Filiale Verfügbar,4052968316095,31AK1012,F009,Bike,Cycle Cross,GHOST,M000068345,dark grey/shark blue - matt,25,XL / 60 CM,HE,DIA,28,0,0,0,0,0,,,0,0,,0,0,45040,939.19,939.19,0,0,0,0,0,939.19,0.5,45044,999.99,1799,0.444141,1.1,DW:Feld_Abfrage_F009_18092025_SoPo_08122025,999.99,999.99
X6940730,Asket EQ,Nein/Nur in der Filiale Verfügbar,4052968316101,31AK1015,F009,Bike,Cycle Cross,GHOST,M000068345,very dark purple/light grey - matt,25,XS / 42 CM,HE,DIA,28,0,5,0,0,0,0,,0,0,,0,0,45483,563,563,5119.01,2304.01,0,0,0.450089,0,0.166667,45485,999.99,1799,0.444141,1.8,DW:Feld_Abfrage_F009_18092025_SoPo_08122025,999.99,999.99
X6940731,Asket EQ,Nein/Nur in der Filiale Verfügbar,4052968316118,31AK1016,F009,Bike,Cycle Cross,GHOST,M000068345,very dark purple/light grey - matt,25,S / 46 CM,HE,DIA,28,0,15,0,0,0,0,,0,0,,0,0,45483,563,563,13942.48,5497.48,0,0,0.394297,0,0.047619,45485,999.99,1799,0.444141,1.8,DW:Feld_Abfrage_F009_18092025_SoPo_08122025,999.99,999.99
X6940732,Asket EQ,Nein/Nur in der Filiale Verfügbar,4052968316125,31AK1017,F009,Bike,Cycle Cross,GHOST,M000068345,very dark purple/light grey - matt,25,M / 50 CM,HE,DIA,28,0,14,0,0,0,0,,0,0,,0,0,45877,550,562.380952,12520.91,4651.91,0,0,0.371531,0,0.045455,45485,999.99,1799,0.444141,1.8,DW:Feld_Abfrage_F009_18092025_SoPo_08122025,999.99,999.99
X6940733,Asket EQ,Nein/Nur in der Filiale Verfügbar,4052968316132,31AK1018,F009,Bike,Cycle Cross,GHOST,M000068345,very dark purple/light grey - matt,25,L / 55 CM,HE,DIA,28,0,15,0,0,0,0,,0,0,,0,0,45483,563,563,13102.15,4657.15,0,0,0.355449,0,0.047619,45485,999.99,1799,0.444141,1.8,DW:Feld_Abfrage_F009_18092025_SoPo_08122025,999.99,999.99
X6940734,Asket EQ,JA,4052968316149,31AK1019,F009,Bike,Cycle Cross,GHOST,M000068345,very dark purple/light grey - matt,25,XL / 60 CM,HE,DIA,28,0,-1,0,0,0,0,,0,0,,0,0,45483,563,563,-840.33,-277.33,0,0,0.330025,563,0.2,45485,999.99,1799,0.444141,1.8,DW:Feld_Abfrage_F009_18092025_SoPo_08122025,999.99,999.99
X6940735,Asket Essential,Nein/Nur in der Filiale Verfügbar,4052968316156,31AK1021,F009,Bike,Cycle Cross,GHOST,M000064693,black/light kaki - matt,25,42 CM,HE,DIA,28,0,1,0,0,0,0,,0,0,,0,0,45552,938.86,938.86,1260.5,321.64,0,0,0.255169,0,0,45555,1499.99,1799,0.166209,1.6,,,
X6940737,Asket Essential EQ,Nein/Nur in der Filiale Verfügbar,4052968316262,31AK1035,F009,Bike,Cycle Cross,GHOST,M000068346,black/light kaki - matt,25,46 CM,HE,DIA,28,0,1,0,0,0,0,,0,0,,0,0,45611,1042.69,1042.69,1386.55,343.86,0,0,0.247997,0,0,45616,1699.99,1999,0.14958,1.6,,,
X6940738,Asket Essential EQ,Nein/Nur in der Filiale Verfügbar,4052968316279,31AK1036,F009,Bike,Cycle Cross,GHOST,M000068346,black/light kaki - matt,25,50 CM,HE,DIA,28,0,3,0,0,0,0,,0,0,,0,0,45680,1045.296667,1045.296667,4159.63,1023.74,0,0,0.246113,0,0,45685,1699.99,1999,0.14958,1.6,,,
X6940739,Asket Essential EQ,JA,4052968316286,31AK1037,F009,Bike,Cycle Cross,GHOST,M000068346,black/light kaki - matt,25,55 CM,HE,DIA,28,0,1,0,0,0,0,,0,0,,0,0,45554,1042.69,1043.05,1386.54,343.49,0,0,0.247732,0,0,45555,1699.99,1999,0.14958,1.6,DW:Regel_Neu_06022026,1499.99,1799.99
X6940742,Asket Advanced,JA,4052968316347,31AK1045,F009,Bike,Cycle Cross,GHOST,M000064690,metallic rusted dark red/black - matt,25,60 CM,HE,DIA,28,0,0,0,0,1,,,0,0,,0,0,45694,1042.69,1102.03,0,0,0,0,0,1042.69,0,45020,1699.99,1999,0.14958,1.6,DW:Regel_Neu_06022026,1499.99,1799.99
X6941938,Storm Box Mini Transportbox für GSD/HSD,JA,812741025958,B.00003.0508.03.00,Z180,TZB,Lastenrad Zubehör,TERN,M000096372,schwarz,26,100 Liter,UN,,,0,4,2,0,2,0.5,1,1,0,,0,0,46094,131.95,124.734545,723.01,196.62,0,361.327731,0.271946,527.39,0.222222,45636,214.99,234.95,0.084954,1.6,"MP-1,65-1626",214.99,214.99
X6942077,Cycling Überschuhe,JA,9008805087296,09836-990-S,B125,Bekleidung,Überschuhe,LOEFFLER,M000101756,Black,25HW,39-40 (S),UN,,,0,5,0,0,5,1,,0,0,,0,0,45939,25.44,25.44,180.34,53.14,0,0,0.294666,127.2,0,45943,42.99,69.99,0.385769,1.7,PW-Penner-KW48,42.99,42.99
X6942078,Cycling Überschuhe,JA,9008805087302,09836-990-M,B125,Bekleidung,Überschuhe,LOEFFLER,M000101756,Black,25HW,41-42 (M),UN,,,0,4,0,-1,6,1.5,,0,0,,0,0,45939,25.44,25.44,144.52,42.76,-36.12605,0,0.295876,152.64,0.2,45943,42.99,69.99,0.385769,1.7,PW-Penner-KW48,42.99,42.99
X6942079,Cycling Überschuhe,JA,9008805087319,09836-990-L,B125,Bekleidung,Überschuhe,LOEFFLER,M000101756,Black,25HW,43-44 (L),UN,,,0,10,1,0,5,0.5,5,1,0,,0,0,46121,29.255,26.870625,362.08,104.41,0,36.12605,0.288362,175.53,0.166667,45943,42.99,69.99,0.385769,1.5,PW-Penner-KW48,42.99,42.99
X6942080,Cycling Überschuhe,JA,9008805087326,09836-990-XL,B125,Bekleidung,Überschuhe,LOEFFLER,M000101756,Black,25HW,45-46 (XL),UN,,,0,8,2,0,2,0.25,1,0,0,,0,0,45939,25.44,25.44,290.7,87.18,0,72.252101,0.299897,50.88,0,45943,42.99,69.99,0.385769,1.7,PW-Penner-KW48,42.99,42.99
X6943176,Cycling Skull Cap,JA,9006063407740,21722-990-S/M,B141,Bekleidung,Kappe/Mütze,LOEFFLER,M000101755,Black,25HW,S/M,UN,,,0,5,2,0,14,2.8,7,0,0,,0,0,45939,10.16,10.16,85.55,34.75,0,47.042017,0.406195,142.24,0.166667,45943,27.99,27.99,0,2.8,PW-Winter-06,17.99,17.99
X6943177,Cycling Skull Cap,JA,9006063407757,21722-990-L/XL,B141,Bekleidung,Kappe/Mütze,LOEFFLER,M000101755,Black,25HW,L/XL,UN,,,0,8,3,2,12,1.5,4,0,0,,0,0,45939,10.16,10.16,128.39,47.11,47.042017,70.563025,0.366929,121.92,0,45943,27.99,27.99,0,2.8,PW-Winter-06,17.99,17.99
X6944288,Mono Hat,JA,9006063829177,25057-551-OS,B141,Bekleidung,Kappe/Mütze,LOEFFLER,M000101757,RED,25HW,OS,UN,,,0,10,0,0,5,0.5,,0,0,,0,0,45939,8.4,8.4,131.04,47.04,0,0,0.358974,42,0,45943,22.99,22.99,0,2.7,PW-Winter_KW49,14.99,14.99
X6950432,Ersatzvisier Finale Visor,JA,4043197308197,S4197530200,B119,Bekleidung,Helmzubehör,UVEX,M000105197,grey - silver,26,52-57 CM,UN,,,0,14,3,2,5,0.357143,1.666667,0,0,,0,0,46093,31.45,27.038235,601.59,161.29,84.016807,126.02521,0.268106,157.25,0.194444,45002,49.99,69.95,0.285347,1.6,PW-Penner-KW39,49.99,49.99
X6950434,Ersatzvisier Finale Visor,JA,4043197322537,S4197530301,B119,Bekleidung,Helmzubehör,UVEX,M000105195,clear,26,56-61 CM,UN,,,0,47,9,2,2,0.042553,0.222222,2,10,2026-04-30,10,26.5,46093,22.525,20.131484,1574.17,515.51,67.210084,302.445378,0.327481,90.1,0.05042,45002,39.99,49.95,0.199399,1.8,PW-Renner-KW39,39.99,39.99
X6950436,Ersatzvisier Finale Visor V,JA,4043197350660,S4199770200,B119,Bekleidung,Helmzubehör,UVEX,M000105194,clear,26,52-57 CM,UN,,,0,16,0,0,4,0.25,,0,0,,0,0,46104,44.835,44.369024,942.66,225.3,0,0,0.239005,179.34,0,45005,72.99,99.95,0.269735,1.6,PW-↑-07,72.99,72.99
X6950439,Kamera-Adapter Quatro Pro,JA,4043197249650,S4197760200,B119,Bekleidung,Helmzubehör,UVEX,M000075451,Black,24,OSZ,UN,,,0,4,0,0,8,2,,0,0,,0,0,45047,4.675,4.675833,24.33,5.62,0,0,0.230991,37.4,0,45003,10.95,10.95,0,2.3,PW-BF Auslauf-KW46,4.99,4.99
X6950440,Raincap Bike,Nein/Nur in der Filiale Verfügbar,4043197293318,S4199500300,B119,Bekleidung,Helmzubehör,UVEX,M000075452,black white,25,S/M,UN,,,0,10,0,0,0,0,,0,0,,0,0,45800,7.012,7.012143,92.4,22.29,0,0,0.241234,0,0.125,45001,10.99,15.95,0.310972,1.6,PW-Auslauf-KW39,10.99,10.99
X6950441,Raincap Bike,Nein/Nur in der Filiale Verfügbar,4043197293325,S4199500301,B119,Bekleidung,Helmzubehör,UVEX,M000075452,black white,25,L/XL,UN,,,0,15,0,0,0,0,,0,0,,0,0,45910,7.012,7.012381,138.55,33.35,0,0,0.240707,0,0.086957,45001,10.99,15.95,0.310972,1.6,PW-Auslauf-KW39,10.99,10.99
X6950444,Plug-in LED Kid 2,JA,4043197361086,S4191150900,B119,Bekleidung,Helmzubehör,UVEX,M000079172,Black,26,OSZ,UN,,,0,6,0,0,7,1.166667,,0,0,,0,0,46030,5.525,5.524762,50.38,17.24,0,0,0.342199,38.67,0,45296,12.95,12.95,0,2.3,PW-Penner-KW39,9.99,12.95
X6950453,Cycling Cap,JA,4043197350103,S4190060101,B141,Bekleidung,Kappe/Mütze,UVEX,M000073827,Black,25,S/M,UN,,,0,6,1,0,5,0.833333,5,0,0,,0,0,46123,8.923333,14.852105,82.32,-5.01,0,16.764706,-0.06086,55.88,0.333333,45001,19.95,19.95,0,2.2,PW-Winter-KW42,14.99,14.99
X6950454,Cycling Cap,JA,4043197350110,S4190060102,B141,Bekleidung,Kappe/Mütze,UVEX,M000073827,Black,25,L/XL,UN,,,0,18,3,1,3,0.166667,1,0,0,,0,0,46058,8.924,15.658438,246.84,37.92,16.764706,50.294118,0.153622,28.15,0.25641,45001,19.95,19.95,0,2.2,PW-Winter-KW42,14.99,14.99
X6950455,Cycling Cap,JA,4043197350127,S4190060201,B141,Bekleidung,Kappe/Mütze,UVEX,M000073827,aqua black,25,S/M,UN,,,0,4,1,1,7,1.75,7,0,0,,0,0,45755,8.92,20.896111,56.24,-15.37,16.764706,16.764706,-0.273293,125.33,0.090909,45001,19.95,19.95,0,2.2,PW-Winter-KW42,14.99,14.99
X6950456,Cycling Cap,JA,4043197350134,S4190060202,B141,Bekleidung,Kappe/Mütze,UVEX,M000073827,aqua black,25,L/XL,UN,,,0,7,0,0,3,0.428571,,0,0,,0,0,45877,8.923333,20.169583,98.28,10.05,0,0,0.102259,32.1,0.125,45001,19.95,19.95,0,2.2,PW-Winter-KW42,14.99,14.99
X6950457,Bike Cap All Season,JA,4043197353142,S4190070101,B141,Bekleidung,Kappe/Mütze,UVEX,M000079135,Black,25,S/M,UN,,,0,16,2,0,10,0.625,5,0,0,,0,0,46113,6.375,6.7148,174.73,72.74,0,25.12605,0.416299,63.75,0.159091,45001,14.95,14.95,0,2.3,PW-Winter-KW36,12.99,14.95
X6950458,Bike Cap All Season,JA,4043197353159,S4190070102,B141,Bekleidung,Kappe/Mütze,UVEX,M000079135,Black,25,L/XL,UN,,,0,29,1,0,9,0.310345,9,1,0,,0,0,46104,6.375,7.236957,316.5,131.65,0,12.563025,0.415956,63.75,0.1,45001,14.95,14.95,0,2.3,PW-Winter-KW36,12.99,14.95
X6950461,Bike Cap Thermo,JA,4043197353180,S4190080101,B141,Bekleidung,Kappe/Mütze,UVEX,M000073824,Rhino,25,S/M,UN,,,0,16,0,0,11,0.6875,,0,0,,0,0,46126,8.075,11.711667,203.9,74.71,0,0,0.366405,88.82,0.211538,45001,19.95,19.95,0,2.5,PW-Winter-KW36,14.99,14.99
X6950462,Bike Cap Thermo,JA,4043197353197,S4190080102,B141,Bekleidung,Kappe/Mütze,UVEX,M000073824,Rhino,25,L/XL,UN,,,0,24,1,1,5,0.208333,5,0,0,,0,0,46062,8.08,12.2825,302.29,108.5,16.764706,16.764706,0.358927,40.37,0.052632,45001,19.95,19.95,0,2.5,PW-Winter-KW36,14.99,14.99
X6950463,Bike Cap Thermo,JA,4043197353203,S4190080201,B141,Bekleidung,Kappe/Mütze,UVEX,M000073824,navy,25,S/M,UN,,,0,12,3,1,22,1.833333,7.333333,0,0,,0,0,46077,8.075,12.354576,152.87,55.95,16.764706,50.294118,0.365997,177.68,0.212766,45001,19.95,19.95,0,2.5,PW-Winter-KW36,14.99,14.99
X6950464,Bike Cap Thermo,JA,4043197353210,S4190080202,B141,Bekleidung,Kappe/Mütze,UVEX,M000073824,navy,25,L/XL,UN,,,0,22,1,1,2,0.090909,2,1,0,,0,0,45993,8.075,13.334167,277.2,99.56,16.764706,16.764706,0.359163,24.22,0.166667,45001,19.95,19.95,0,2.5,PW-Winter-KW36,14.99,14.99
X6950465,Loop Thermo,JA,4043197353227,S4190090101,B143,Bekleidung,Hals/Kopftuch,UVEX,M000073850,Black,25,OSZ,UN,,,0,11,0,0,6,0.545455,,0,0,,0,0,46104,12.324,18.133095,226.8,90.3,0,0,0.398148,73.98,0,45001,29.95,29.95,0,2.4,PW-Penner-09,19.99,19.99
X6950466,Loop Thermo,JA,4043197353234,S4190090201,B143,Bekleidung,Hals/Kopftuch,UVEX,M000073850,navy,25,OSZ,UN,,,0,1,0,0,3,3,,0,0,,0,0,45755,12.32,28.285556,21,8.68,0,0,0.413333,36.97,0,45001,29.95,29.95,0,2.4,PW-Penner-09,19.99,19.99
X6950468,Tocsen Crashsensor,JA,4043197335056,S4191010200,B119,Bekleidung,Helmzubehör,UVEX,M000075440,pink,24,OSZ,UN,,,0,0,0,0,1,,,0,0,,0,0,45667,53,57.961111,0,0,0,0,0,106,0.058824,45001,59.99,79.9,0.249186,1.1,PW-Auslauf-0425,59.99,71.99
X6950485,Viva 3,JA,4043197324470,S4109840115,B111,Bekleidung,Helm Standard,UVEX,M000094461,black matt,25,52-57 CM,UN,,,0,11,3,0,1,0.090909,0.333333,2,6,2026-04-30,6,33.2,46111,33.2,23.9,552.85,184.05,0,204.176471,0.332911,133.1,0.266667,45783,80.99,89.95,0.099611,2.4,PW-Penner-03,53.99,53.99
X6950486,Viva 3,JA,4043197324487,S4109840117,B111,Bekleidung,Helm Standard,UVEX,M000094461,black matt,25,56-62 CM,UN,,,0,11,5,3,2,0.181818,0.4,1,4,2026-04-30,4,33.2,46111,33.2,26.038889,526.84,158.26,204.176471,340.294118,0.300395,100.12,0.214286,45783,80.99,89.95,0.099611,2.4,PW-Penner-03,53.99,53.99
X6950487,Viva 3,JA,4043197324494,S4109840215,B111,Bekleidung,Helm Standard,UVEX,M000094461,white matt,25,52-57 CM,UN,,,0,4,2,1,1,0.25,0.5,0,0,,0,0,46004,33.2,33.98,208.38,72.11,68.058824,136.117647,0.34605,33.63,0.333333,45783,80.99,89.95,0.099611,2.4,PW-Penner-03,53.99,53.99
X6950488,Viva 3,JA,4043197324500,S4109840217,B111,Bekleidung,Helm Standard,UVEX,M000094461,white matt,25,56-62 CM,UN,,,0,1,1,-1,2,2,2,0,0,,0,0,45775,34.5,34.5,45.38,10.88,-68.058824,68.058824,0.239753,69,0.8,45783,80.99,89.95,0.099611,2.3,PW-Auslauf-16,53.99,53.99
X6950489,Viva 3,Nein/Nur in der Filiale Verfügbar,4043197349435,S4109840915,B111,Bekleidung,Helm Standard,UVEX,M000094461,deep space-sand matt,25,52-57 CM,UN,,,0,2,1,0,0,0,0,0,0,,0,0,45775,40.29,40.29,106.71,26.13,0,45.369748,0.244869,40.29,0.5,45783,53.99,89.95,0.399778,1.3,PW-Auslauf-04,53.99,53.99
X6950490,Viva 3,JA,4043197349442,S4109840917,B111,Bekleidung,Helm Standard,UVEX,M000094461,deep space-sand matt,25,56-62 CM,UN,,,0,1,0,0,2,2,,0,0,,0,0,45775,40.29,40.29,45.38,5.09,0,0,0.112164,80.58,0.5,45783,80.99,89.95,0.099611,2,PW-Penner-03,53.99,53.99
X6950491,Viva 3,Nein/Nur in der Filiale Verfügbar,4043197349459,S4109841015,B111,Bekleidung,Helm Standard,UVEX,M000094461,plum-grapefruit matt,25,52-57 CM,UN,,,0,3,0,0,0,0,,0,0,,0,0,45775,40.29,40.29,186.54,65.67,0,0,0.352042,0,0.5,45783,53.99,89.95,0.399778,1.3,PW-Auslauf-03,53.99,53.99
X6950492,Viva 3,Nein/Nur in der Filiale Verfügbar,4043197349466,S4109841017,B111,Bekleidung,Helm Standard,UVEX,M000094461,plum-grapefruit matt,25,56-62 CM,UN,,,0,3,0,0,0,0,,0,0,,0,0,45775,40.29,40.29,168.04,47.17,0,0,0.280707,0,0.5,45783,53.99,89.95,0.399778,1.3,PW-Auslauf-03,53.99,53.99
X6950493,Viva 3,Nein/Nur in der Filiale Verfügbar,4043197349473,S4109841115,B111,Bekleidung,Helm Standard,UVEX,M000094461,neon yellow matt,25,52-57 CM,UN,,,0,5,2,1,0,0,0,1,0,,0,0,45870,40.29,40.29,242.43,40.98,68.058824,136.117647,0.169038,40.29,0.166667,45783,80.99,89.95,0.099611,2,PW-Auslauf-16,53.99,53.99
X6950494,Viva 3,Nein/Nur in der Filiale Verfügbar,4043197349480,S4109841117,B111,Bekleidung,Helm Standard,UVEX,M000094461,neon yellow matt,25,56-62 CM,UN,,,0,3,0,0,0,0,,0,0,,0,0,45775,40.29,40.29,157.13,36.26,0,0,0.230764,0,0,45783,56.99,89.95,0.366426,1.4,PW-Auslauf-02,56.99,56.99
X6950495,I-VO CC,JA,4043197359649,S4104233515,B111,Bekleidung,Helm Standard,UVEX,M000072659,sunbee matt,23,52-57 CM,UN,,,0,4,0,0,4,1,,0,0,,0,0,45800,41.223333,38.9468,214.26,49.37,0,0,0.230421,164.9,0.192308,45003,80.99,89.95,0.099611,2,PW-Auslauf10-KW43,66.99,66.99
X6950497,I-VO CC,Nein/Nur in der Filiale Verfügbar,4043197359663,S4104233615,B111,Bekleidung,Helm Standard,UVEX,M000079147,white-cloud matt,24,52-57 CM,UN,,,0,1,0,0,0,0,,0,0,,0,0,45491,36.973333,37.3145,63.02,26.04,0,0,0.413202,0,0.259259,45002,74.99,89.95,0.166315,2,PW-Auslauf-0325,74.99,74.99
X6950498,I-VO CC,Nein/Nur in der Filiale Verfügbar,4043197359670,S4104233617,B111,Bekleidung,Helm Standard,UVEX,M000079147,white-cloud matt,24,56-60 CM,UN,,,0,2,0,0,0,0,,0,0,,0,0,45413,36.976,40.839091,123.52,49.57,0,0,0.401312,0,0.421053,45002,74.99,89.95,0.166315,2,PW-Auslauf-0425,74.99,74.99
X6950503,Active CC,Nein/Nur in der Filiale Verfügbar,4043197336930,S4104271215,B111,Bekleidung,Helm Standard,UVEX,M000073821,papyrus matt,24,52-57 CM,UN,,,0,1,0,0,0,0,,0,0,,0,0,45047,45.375,45.375,58.32,12.95,0,0,0.222051,0,0.428571,45002,69.99,99.95,0.29975,1.5,PW-Auslauf-0425,69.99,69.99
X6950504,Active CC,Nein/Nur in der Filiale Verfügbar,4043197336947,S4104271217,B111,Bekleidung,Helm Standard,UVEX,M000073821,papyrus matt,24,56-60 CM,UN,,,0,3,0,0,0,0,,0,0,,0,0,45532,45.9,41.036364,176.44,42.31,0,0,0.239798,0,0.388889,45002,69.99,99.95,0.29975,1.5,PW-Auslauf-0425,69.99,69.99
X6950507,Active CC,Nein/Nur in der Filiale Verfügbar,4043197359564,S4104271515,B111,Bekleidung,Helm Standard,UVEX,M000073821,moss green-black matt,24,52-57 CM,UN,,,0,9,0,0,0,0,,0,0,,0,0,45785,45.9,46.707037,529.35,114.98,0,0,0.21721,0,0.289474,45003,69.99,99.95,0.29975,1.5,PW-Auslauf-0725,69.99,69.99
